"PRICING RULE DEFINITION","Pricing Rule : ","Disc","Price","Auto Analysis Up :","T","Changed By :","FISCH-MT","Auto Analysis Down :","T","Changed On :","09/14/2018","Item","Discount %","Price","Analysis : ACC","0.00","9.24","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : ADMIN-SAMP","0.00","52.00","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : APC-HGMFML","0.00","8.99","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : BETA-AGON","0.00","170.00","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : CALCIU-ICP","0.00","16.69","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : COLI-HGMF","0.00","9.00","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : EC157-CNF1","100.00","0.00","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : EC157-CNF2","100.00","0.00","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : EC157-CNF3","100.00","0.00","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : EC157-CNF4","100.00","0.00","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : EC-BX-8HC","0.00","26.60","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : EC-BX-C","0.00","29.20","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : ECBXRT25C","0.00","27.66","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : ECBXRT325C","0.00","26.60","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : ECBXRT375C","0.00","27.66","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : ECBXRT65C","0.00","26.60","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : EC-C-PETRI","0.00","12.85","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : ECGDS-25C","0.00","32.68","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : EC-HGMF","0.00","9.54","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : EC-PETRI","0.00","13.48","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : ENTROBAC-C","0.00","17.47","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : FAT-GC-C","0.00","210.00","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : FAT-SOX","0.00","39.55","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : FAT-SOXAH","0.00","39.55","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : GMOCORNQN1","0.00","420.00","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : GMO-QLS-Q","0.00","172.50","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : GMO-QNS-Q","0.00","317.50","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : GMO-QUALGN","0.00","350.00","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : GMO-QUANT","0.00","480.00","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : GMO-SOYQN1","0.00","368.75","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : ICP-DRY","0.00","32.00","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : LM-BX-CCA","100.00","0.00","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : LM-CNT-C","100.00","0.00","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : LMONO-CNF2","100.00","0.00","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : LMONO-CNF5","100.00","0.00","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : LMONO-CNF7","100.00","0.00","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : LSP-BX-CCA","100.00","0.00","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : LSP-CNF1","100.00","0.00","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : LSP-CNF11","100.00","0.00","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : LSPG-CNF1","100.00","0.00","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : MEATSP-PRK","0.00","327.67","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : MICRO-OBS","0.00","41.39","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : NITRITE","0.00","77.70","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : PROT-COMII","0.00","39.00","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SAL-ABX125","0.00","35.00","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SALMO-CN14","100.00","0.00","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SALMO-CN88","100.00","0.00","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SALMO-CNF5","100.00","0.00","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SALMO-CNF8","100.00","0.00","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SALMO-CNF9","100.00","0.00","12/4/2018 10:19:44AM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SAL-USDA-C","0.00","19.19","12/4/2018 10:19:44AM","","Page 1 of 1"
