File Name,admin_2019-05-30 19-09-41_CT016386.pcrd,,,,,,,,,,,,,,,,,,
Created By User,admin,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,
ID,,,,,,,,,,,,,,,,,,,
Run Started,05/31/2019 02:09:48 UTC,,,,,,,,,,,,,,,,,,
Run Ended,05/31/2019 04:03:03 UTC,,,,,,,,,,,,,,,,,,
Sample Vol,50,,,,,,,,,,,,,,,,,,
Lid Temp,105,,,,,,,,,,,,,,,,,,
Protocol File Name,IDE_Protocol.prcl,,,,,,,,,,,,,,,,,,
Plate Setup File Name,IDE_PlateSetup.pltd,,,,,,,,,,,,,,,,,,
Base Serial Number,CT016386,,,,,,,,,,,,,,,,,,
Optical Head Serial Number,790BR01065,,,,,,,,,,,,,,,,,,
CFX Manager Version,3.1.1554.0821. ,,,,,,,,,,,,,,,,,,
Test Name,L. mono.,,,,,,,,,,,,,,,,,,
Assay Name,L. mono.,,,,,,,,,,,,,,,,,,
Assay Type,Qualitative,,,,,,,,,,,,,,,,,,
Lot Number,6425630,,,,,,,,,,,,,,,,,,
Extraction Lot Number,N/A,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Amplification step,,,,,,,,,,,,,,,,,,,
Melt step,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Well,Fluor,Target,Content,Replicate,Sample,Biological Set Name,Well Note,Cq,Starting Quantity (SQ),Cq Mean,Cq Std. Dev,SQ Std. Dev,Melt Temperature,Peak Height,Begin Temperature,End Temperature,Call,End RFU,Result
A01,FAM,,Unkn,,388648921,,,NaN,NaN,0,0,0,,,,,,43.96439001033,Negative
A03,FAM,,Neg Ctrl,,,,,NaN,NaN,0,0,0,,,,,,42.6081259160223,Valid Ctrl
B01,FAM,,Unkn,,388648931,,,NaN,NaN,0,0,0,,,,,,-48.054393447969,Negative
B03,FAM,,Pos Ctrl,,,,,30.2088845045892,NaN,30.2088845045892,0,0,,,,,(+) Positive,12433.4873500019,Valid Ctrl
C01,FAM,,Unkn,,388648939,,3,NaN,NaN,0,0,0,,,,,,-14.4370101925015,Invalid
D01,FAM,,Unkn,,388648942,,,NaN,NaN,0,0,0,,,,,,-343.484748959138,Negative
E01,FAM,,Unkn,,388648974,,,NaN,NaN,0,0,0,,,,,,-250.264789857475,Negative
F01,FAM,,Unkn,,388648985,,,NaN,NaN,0,0,0,,,,,,-391.531786941271,Negative
G01,FAM,,Unkn,,388640562,,,NaN,NaN,0,0,0,,,,,,-386.952054558625,Negative
H01,FAM,,Unkn,,388640596,,,23.9107113962986,NaN,23.9107113962986,0,0,,,,,(+) Positive,13166.7289664571,Positive
A01,HEX,,Unkn,,388648921,,,41.0677770353715,NaN,41.0677770353715,0,0,,,,,,1657.32727754745,Negative
A03,HEX,,Neg Ctrl,,,,,33.7236375684195,NaN,33.7236375684195,0,0,,,,,,7670.36583353489,Valid Ctrl
B01,HEX,,Unkn,,388648931,,,40.2150722867739,NaN,40.2150722867739,0,0,,,,,,2510.69684527126,Negative
B03,HEX,,Pos Ctrl,,,,,33.3630355665654,NaN,33.3630355665654,0,0,,,,,,6500.33415181283,Valid Ctrl
C01,HEX,,Unkn,,388648939,,3,34.7888205587217,NaN,34.7888205587217,0,0,,,,,,7212.13518199707,Invalid
D01,HEX,,Unkn,,388648942,,,34.7321324596334,NaN,34.7321324596334,0,0,,,,,,7615.25240030875,Negative
E01,HEX,,Unkn,,388648974,,,34.2143293853037,NaN,34.2143293853037,0,0,,,,,,7565.20632460792,Negative
F01,HEX,,Unkn,,388648985,,,34.3875586096559,NaN,34.3875586096559,0,0,,,,,,7451.57380997466,Negative
G01,HEX,,Unkn,,388640562,,,33.2331632454994,NaN,33.2331632454994,0,0,,,,,(+) Positive,8727.24440528443,Negative
H01,HEX,,Unkn,,388640596,,,33.4781872354945,NaN,33.4781872354945,0,0,,,,,,4977.96159589814,Positive
